"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
687,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","23",20000000,"470000","","140",140000,"袋地等","3.0","","","","","住宅","西","市道",5.7,"第１種住居地域",60,200,"2018年第３四半期","",""
688,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","9",3000000,"53000","","190",16000,"ほぼ正方形","13.4","","","","","","南西","道路",3.8,"第１種住居地域",60,200,"2018年第３四半期","",""
689,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","美合町","美合","9",41000000,"","","125",,"ほぼ長方形","7.0","110","平成30年","木造","住宅","住宅","南","道路",4.5,"第１種住居地域",60,200,"2018年第３四半期","",""
690,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","美合町","美合","25",9400000,"","","80",,"ほぼ正方形","8.5","125","昭和63年","鉄骨造","住宅、その他","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
691,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","9",3000000,"260000","","40",78000,"長方形","0.9","","","","","その他","西","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
692,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","美合町","美合","9",36000000,"","","130",,"不整形","3.0","100","平成30年","木造","住宅","住宅","南","道路",4.5,"第１種住居地域",60,200,"2018年第２四半期","",""
693,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","25",25000000,"480000","","145",150000,"長方形","10.0","","","","","住宅","南","市道",5.0,"第１種住居地域",60,200,"2018年第２四半期","",""
694,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","19",18000000,"310000","","190",94000,"ほぼ台形","12.5","","","","","住宅","南西","市道",5.0,"第１種住居地域",60,200,"2018年第２四半期","",""
695,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","5",24000000,"420000","","190",130000,"ほぼ長方形","7.0","","","","","住宅","北東","市道",3.5,"第１種住居地域",60,200,"2018年第２四半期","",""
696,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","美合町","美合","4",41000000,"","","145",,"ほぼ長方形","","100","平成30年","木造","住宅","住宅","南東","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
697,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","美合町","美合","23",42000000,"","","120",,"ほぼ長方形","8.0","90","平成30年","木造","住宅","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
698,"宅地(土地)","住宅地","23202","愛知県","岡崎市","美合町","美合","15",15000000,"360000","","140",110000,"長方形","","","","","","住宅","南","道路",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
699,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","緑丘","岡崎","23",30000000,"","","100",,"ほぼ長方形","7.0","85","平成29年","木造","","住宅","西","県道",19.0,"第１種住居地域",60,200,"2018年第２四半期","",""
700,"宅地(土地)","住宅地","23202","愛知県","岡崎市","緑丘","岡崎","29",27000000,"440000","","200",130000,"長方形","10.0","","","","","住宅","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
701,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","緑丘","美合","25",25000000,"","","200",,"長方形","9.5","65","平成8年","軽量鉄骨造","その他","事務所","西","市道",10.0,"第１種住居地域",60,200,"2019年第１四半期","",""
702,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","緑丘","美合","24",170000000,"","","930",,"ほぼ長方形","26.0","460","平成2年","ＲＣ","住宅、その他","事務所","南","県道",18.0,"第１種住居地域",60,200,"2019年第１四半期","",""
703,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","緑丘","美合","25",96000000,"","","510",,"長方形","21.2","740","平成2年","ＲＣ","共同住宅","住宅","北","県道",18.0,"第１種住居地域",60,200,"2018年第２四半期","",""
704,"中古マンション等","","23202","愛知県","岡崎市","南明大寺町","東岡崎","14",19000000,"","３ＬＤＫ","75",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第２四半期","未改装",""
705,"中古マンション等","","23202","愛知県","岡崎市","南明大寺町","東岡崎","13",17000000,"","３ＬＤＫ","70",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,200,"2018年第１四半期","未改装",""
706,"中古マンション等","","23202","愛知県","岡崎市","蓑川新町","美合","10",21000000,"","４ＬＤＫ","95",,"","","","平成14年","ＳＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","改装済",""
707,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","蓑川新町","美合","8",53000000,"","","140",,"長方形","8.3","110","平成30年","軽量鉄骨造","住宅","住宅","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
708,"宅地(土地)","住宅地","23202","愛知県","岡崎市","蓑川町","美合","13",31000000,"400000","","260",120000,"長方形","15.0","","","","","住宅","北","市道",4.0,"第１種中高層住居専用地域",60,200,"2019年第１四半期","",""
709,"宅地(土地)","住宅地","23202","愛知県","岡崎市","蓑川町","美合","11",26000000,"400000","","210",120000,"ほぼ台形","10.0","","","","","","西","区画街路",5.5,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
710,"宅地(土地)","住宅地","23202","愛知県","岡崎市","蓑川町","美合","14",23000000,"410000","","180",120000,"ほぼ長方形","11.8","","","","","住宅","東","区画街路",4.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
711,"宅地(土地)","住宅地","23202","愛知県","岡崎市","蓑川町","美合","14",12000000,"280000","","135",86000,"長方形","7.5","","","","","住宅","北","区画街路",6.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
712,"宅地(土地)","住宅地","23202","愛知県","岡崎市","蓑川町","美合","12",77000000,"320000","","800",96000,"不整形","38.0","","","","","住宅","西","道路",6.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
713,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","宮崎町","本宿(愛知)","2H?",12000000,"","","1200",,"ほぼ整形","40.0","360","平成4年","木造","住宅、倉庫","","東","県道",7.0,"都市計画区域外",,,"2018年第２四半期","",""
714,"宅地(土地)","住宅地","23202","愛知県","岡崎市","宮崎町","本宿(愛知)","2H?",1500000,"39000","","130",12000,"ほぼ整形","14.0","","","","","その他","南東","県道",6.0,"都市計画区域外",,,"2018年第１四半期","",""
715,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","宮地町","岡崎","14",12000000,"","","110",,"ほぼ正方形","10.5","115","昭和50年","軽量鉄骨造","住宅","","南東","市道",5.0,"第１種住居地域",60,200,"2018年第４四半期","",""
716,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","宮地町","岡崎","13",38000000,"","","150",,"袋地等","","100","平成30年","木造","住宅","住宅","北東","道路",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
717,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","宮地町","岡崎","12",42000000,"","","120",,"長方形","9.8","100","平成30年","木造","住宅","","南東","道路",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
718,"中古マンション等","","23202","愛知県","岡崎市","宮地町","岡崎","11",11000000,"","","65",,"","","","平成7年","ＳＲＣ","","住宅","","",,"第１種住居地域",60,200,"2018年第２四半期","未改装",""
719,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","岡崎","24",28000000,"510000","","180",150000,"ほぼ整形","12.7","","","","","住宅","北東","市道",5.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
720,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","岡崎","30分?60分",24000000,"","","85",,"長方形","5.5","100","平成17年","木造","住宅","住宅","北東","市道",12.0,"近隣商業地域",80,300,"2018年第３四半期","",""
721,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","岡崎","25",14000000,"420000","","110",130000,"ほぼ長方形","7.7","","","","","","北","道路",4.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
722,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","岡崎","30分?60分",85000000,"430000","","660",130000,"不整形","26.4","","","","","その他","西","市道",4.8,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
723,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","岡崎","30分?60分",80000000,"430000","","620",130000,"不整形","19.1","","","","","その他","西","市道",4.8,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
724,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","男川","18",23000000,"","２ＬＤＫ","70",,"","","","平成23年","ＳＲＣ","","住宅","","",,"近隣商業地域",80,300,"2018年第２四半期","改装済",""
725,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","7",15000000,"220000","","220",68000,"ほぼ長方形","","","","","","その他","北東","市道",5.2,"第１種住居地域",60,200,"2019年第１四半期","",""
726,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","10",120000000,"","","490",,"ほぼ台形","21.0","160","平成20年","鉄骨造","事務所","事務所","東","市道",7.7,"第１種住居地域",60,200,"2019年第１四半期","",""
727,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","14",49000000,"","","330",,"袋地等","6.5","155","平成16年","木造","住宅","住宅","南","市道",5.4,"第１種住居地域",60,200,"2019年第１四半期","",""
728,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","東岡崎","10",16000000,"","３ＬＤＫ","75",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第１四半期","改装済",""
729,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","12",14000000,"470000","","100",140000,"不整形","15.8","","","","","","西","市道",7.1,"近隣商業地域",80,300,"2018年第４四半期","",""
730,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","12",34000000,"420000","","260",130000,"ほぼ台形","13.2","","","","","","南東","市道",5.5,"第１種住居地域",60,200,"2018年第４四半期","",""
731,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","10",7500000,"600000","","40",180000,"ほぼ長方形","10.0","","","","","その他","接面道路無","",,"第１種住居地域",60,200,"2018年第４四半期","",""
732,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","東岡崎","11",12000000,"","３ＬＤＫ","70",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第４四半期","",""
733,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","東岡崎","13",26000000,"","","75",,"","","","平成23年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第４四半期","未改装",""
734,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","10",20000000,"330000","","200",100000,"ほぼ長方形","7.8","","","","","その他","南西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
735,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","18",21000000,"370000","","190",110000,"不整形","23.0","","","","","住宅","東","市道",4.5,"第１種住居地域",60,200,"2018年第３四半期","",""
736,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","9",16000000,"","","160",,"ほぼ長方形","6.5","210","平成6年","鉄骨造","住宅、作業場","住宅","西","市道",7.0,"工業地域",60,200,"2018年第３四半期","",""
737,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","11",55000000,"","","155",,"ほぼ長方形","8.0","110","平成30年","","住宅","住宅","北東","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
738,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","明大寺町","東岡崎","3",260000000,"","","400",,"ほぼ正方形","20.0","1900","平成2年","鉄骨造","その他","その他","南","市道",12.0,"商業地域",80,400,"2018年第３四半期","",""
739,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","14",7000000,"","","65",,"長方形","10.0","70","昭和52年","木造","住宅","住宅","西","市道",3.0,"近隣商業地域",80,300,"2018年第３四半期","",""
740,"宅地(土地)","商業地","23202","愛知県","岡崎市","明大寺町","東岡崎","10",240000000,"420000","","1900",130000,"ほぼ長方形","","","","","","店舗","北西","市道",17.0,"準工業地域",60,200,"2018年第２四半期","",""
741,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","7",48000000,"","","240",,"長方形","11.0","230","昭和64年","ＲＣ","住宅、駐車場","住宅","北東","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
742,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","18",9700000,"64000","","500",19000,"ほぼ長方形","15.5","","","","","","北東","市道",,"第１種住居地域",60,200,"2018年第２四半期","",""
743,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","明大寺町","東岡崎","11",48000000,"","","390",,"ほぼ長方形","14.5","470","昭和49年","ＲＣ","共同住宅","その他","南西","市道",16.0,"準工業地域",60,200,"2018年第２四半期","",""
744,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","10",25000000,"570000","","145",170000,"ほぼ長方形","7.0","","","","","住宅","北","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
745,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","明大寺町","東岡崎","16",15000000,"260000","","190",78000,"不整形","3.0","","","","","住宅","東","私道",5.0,"第１種住居地域",60,200,"2018年第２四半期","","私道を含む取引"
746,"宅地(土地)","商業地","23202","愛知県","岡崎市","明大寺町","東岡崎","4",5000000,"290000","","55",87000,"不整形","3.6","","","","","その他","西","県道",22.7,"商業地域",80,400,"2018年第１四半期","",""
747,"宅地(土地)","住宅地","23202","愛知県","岡崎市","明大寺町","東岡崎","12",44000000,"440000","","330",130000,"ほぼ正方形","15.2","","","","","","南西","市道",6.2,"準工業地域",60,200,"2018年第１四半期","",""
748,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","東岡崎","14",16000000,"","３ＬＤＫ","70",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第１四半期","未改装",""
749,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","東岡崎","29",22000000,"","２ＬＤＫ","70",,"","","","平成23年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","未改装",""
750,"中古マンション等","","23202","愛知県","岡崎市","明大寺町","東岡崎","29",26000000,"","","95",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","未改装",""
751,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","明大寺本町","東岡崎","4",14000000,"","","50",,"長方形","4.0","85","昭和38年","木造","住宅、店舗","店舗","南","県道",17.0,"商業地域",80,600,"2019年第１四半期","",""
752,"宅地(土地)","商業地","23202","愛知県","岡崎市","明大寺本町","東岡崎","5",21000000,"700000","","100",210000,"ほぼ整形","7.3","","","","","","東","県道",25.0,"商業地域",80,400,"2019年第１四半期","",""
753,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六名","東岡崎","23",55000000,"450000","","400",140000,"ほぼ長方形","22.0","","","","","住宅","北","市道",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
754,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","六名","東岡崎","23",56000000,"","","135",,"長方形","7.0","110","平成31年","軽量鉄骨造","住宅","住宅","北","市道",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
755,"中古マンション等","","23202","愛知県","岡崎市","六名東町","岡崎","23",20000000,"","３ＬＤＫ","90",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第１四半期","改装済",""
756,"中古マンション等","","23202","愛知県","岡崎市","六名東町","岡崎","21",12000000,"","４ＬＤＫ","90",,"","","","昭和60年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2018年第４四半期","未改装",""
757,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六名東町","岡崎","24",29000000,"490000","","195",150000,"長方形","7.0","","","","","住宅","北東","市道",5.9,"第１種住居地域",60,200,"2018年第３四半期","",""
758,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","六名東町","東岡崎","25",51000000,"","","310",,"長方形","11.3","300","昭和64年","木造","共同住宅","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第４四半期","",""
759,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六名本町","東岡崎","24",34000000,"580000","","195",180000,"長方形","9.0","","","","","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
760,"宅地(土地)","住宅地","23202","愛知県","岡崎市","元欠町","東岡崎","30分?60分",23000000,"210000","","380",62000,"不整形","4.0","","","","","","北東","市道",4.0,"近隣商業地域",80,200,"2018年第３四半期","",""
761,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿台","本宿(愛知)","11",17000000,"360000","","160",110000,"長方形","7.0","","","","","","南東","市道",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
762,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿台","本宿(愛知)","11",18000000,"330000","","180",100000,"長方形","7.9","","","","","","南西","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
763,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","8",17000000,"240000","","240",71000,"ほぼ長方形","","","","","","住宅","北","市道",6.0,"第１種低層住居専用地域",60,100,"2018年第４四半期","",""
764,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","8",520000,"52000","","35",16000,"不整形","1.1","","","","","その他","接面道路無","",,"第１種住居地域",60,200,"2018年第４四半期","",""
765,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","7",780000,"52000","","50",16000,"不整形","3.9","","","","","その他","接面道路無","",,"第１種住居地域",60,200,"2018年第４四半期","",""
766,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","6",39000000,"","","600",,"ほぼ整形","17.0","500","平成17年","鉄骨造","共同住宅","住宅","北","市道",6.2,"準工業地域",60,200,"2018年第４四半期","",""
767,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","7",2400000,"50000","","160",15000,"ほぼ正方形","8.0","","","","","住宅","南東","市道",4.5,"市街化調整区域",60,200,"2018年第３四半期","",""
768,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","7",600000,"60000","","35",18000,"ほぼ長方形","2.0","","","","","住宅","南東","市道",4.5,"市街化調整区域",60,200,"2018年第３四半期","",""
769,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","5",17000000,"360000","","155",110000,"袋地等","5.0","","","","","住宅","南西","市道",4.0,"第１種住居地域",60,200,"2018年第３四半期","",""
770,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","5",34000000,"","","420",,"袋地等","9.4","145","平成18年","軽量鉄骨造","住宅","住宅","南西","市道",3.5,"第１種住居地域",60,200,"2018年第２四半期","",""
771,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","6",17000000,"390000","","145",120000,"ほぼ長方形","6.5","","","","","事務所","南西","市道",3.3,"第１種住居地域",60,200,"2018年第２四半期","",""
772,"宅地(土地)","住宅地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","6",16000000,"350000","","155",100000,"ほぼ長方形","6.7","","","","","その他","南西","市道",3.3,"第１種住居地域",60,200,"2018年第２四半期","",""
773,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","本宿町","本宿(愛知)","13",60000000,"","","1600",,"ほぼ整形","47.0","230","平成7年","軽量鉄骨造","事務所、倉庫","店舗","北西","国道",21.5,"準工業地域",60,200,"2018年第１四半期","",""
774,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","元能見町","東岡崎","25",1000000,"","","40",,"不整形","6.7","","戦前","木造","住宅","その他","西","市道",4.0,"近隣商業地域",80,300,"2019年第１四半期","",""
775,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","森越町","矢作橋","29",37000000,"","","155",,"ほぼ台形","23.0","120","平成30年","木造","住宅","住宅","東","道路",5.0,"第１種住居地域",60,200,"2018年第２四半期","",""
776,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","森越町","矢作橋","30分?60分",19000000,"","","120",,"長方形","8.7","90","平成7年","木造","住宅","住宅","南西","道路",4.0,"第１種住居地域",60,200,"2018年第１四半期","",""
777,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","2",34000000,"","","145",,"袋地等","2.7","90","平成30年","木造","住宅","住宅","西","市道",3.7,"第１種住居地域",60,200,"2019年第１四半期","",""
778,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","9",23000000,"440000","","170",130000,"長方形","16.9","","","","","","北東","市道",4.4,"第１種住居地域",60,200,"2019年第１四半期","",""
779,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","11",31000000,"","","145",,"袋地等","3.0","100","平成30年","木造","住宅","住宅","南西","道路",6.0,"準工業地域",60,200,"2019年第１四半期","",""
780,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","3",40000000,"","","180",,"袋地等","6.5","115","平成30年","木造","住宅","住宅","南東","市道",4.5,"第１種住居地域",60,200,"2019年第１四半期","",""
781,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","8",22000000,"490000","","145",150000,"ほぼ正方形","12.0","","","","","住宅","南西","市道",5.8,"第１種住居地域",60,200,"2019年第１四半期","",""
782,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","3",21000000,"460000","","150",140000,"ほぼ長方形","17.0","","","","","住宅","東","市道",5.0,"第１種住居地域",60,200,"2019年第１四半期","",""
783,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","4",19000000,"490000","","130",150000,"不整形","","","","","","住宅","南","市道",4.0,"第１種住居地域",60,200,"2018年第４四半期","",""
784,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","6",33000000,"380000","","290",110000,"長方形","10.9","","","","","","西","市道",4.4,"第１種住居地域",60,200,"2018年第４四半期","",""
785,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","9",20000000,"300000","","210",92000,"袋地等","","","","","","住宅","北西","市道",7.3,"第１種住居地域",60,200,"2018年第３四半期","",""
786,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","2",26000000,"430000","","200",130000,"ほぼ長方形","10.5","","","","","住宅","南東","市道",7.0,"商業地域",80,400,"2018年第３四半期","",""
787,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","11",34000000,"","","130",,"長方形","6.1","100","平成30年","木造","住宅","住宅","南東","市道",7.0,"第１種住居地域",60,200,"2018年第３四半期","",""
788,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","8",16000000,"320000","","160",98000,"ほぼ長方形","14.0","","","","","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
789,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","13",34000000,"","","130",,"長方形","6.5","100","平成30年","木造","住宅","住宅","南西","市道",4.6,"準工業地域",60,200,"2018年第３四半期","",""
790,"中古マンション等","","23202","愛知県","岡崎市","矢作町","矢作橋","2",10000000,"","４ＬＤＫ","80",,"","","","平成3年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第３四半期","未改装",""
791,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","9",38000000,"","","130",,"長方形","8.9","100","平成30年","木造","住宅","住宅","南東","市道",4.8,"第１種住居地域",60,200,"2018年第２四半期","",""
792,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","2",16000000,"350000","","145",110000,"ほぼ長方形","10.4","","","","","住宅","東","市道",4.0,"第１種住居地域",60,200,"2018年第２四半期","",""
793,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","3",4000000,"420000","","30",130000,"台形","7.0","","","","","住宅","東","市道",4.0,"第１種住居地域",60,200,"2018年第２四半期","",""
794,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","2",15000000,"330000","","145",99000,"ほぼ長方形","10.7","","","","","","東","市道",4.0,"第１種住居地域",60,200,"2018年第２四半期","",""
795,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","11",37000000,"","","140",,"長方形","8.0","100","平成30年","木造","住宅","住宅","南","市道",3.6,"第１種住居地域",60,200,"2018年第２四半期","",""
796,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","11",23000000,"","","160",,"長方形","9.0","130","昭和58年","木造","住宅","住宅","北東","市道",6.0,"第１種住居地域",60,200,"2018年第２四半期","",""
797,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","5",22000000,"300000","","240",92000,"ほぼ長方形","9.7","","","","","住宅","西","市道",5.0,"第１種住居地域",60,200,"2018年第２四半期","",""
798,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","11",29000000,"","","115",,"ほぼ長方形","13.5","90","平成24年","木造","住宅","住宅","北東","市道",5.7,"第１種住居地域",60,200,"2018年第２四半期","",""
799,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","4",40000000,"","","155",,"長方形","8.0","","","","","住宅","南","市道",3.7,"第１種住居地域",60,200,"2018年第２四半期","",""
800,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","9",37000000,"","","150",,"長方形","8.5","100","平成30年","木造","住宅","住宅","南","市道",3.6,"第１種住居地域",60,200,"2018年第２四半期","",""
801,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","10",41000000,"","","140",,"ほぼ長方形","15.5","110","","","","","北西","市道",4.8,"第１種住居地域",60,200,"2018年第２四半期","",""
802,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","6",35000000,"","","150",,"ほぼ長方形","8.5","105","平成30年","木造","住宅","住宅","南西","市道",6.0,"近隣商業地域",80,300,"2018年第１四半期","",""
803,"宅地(土地)","商業地","23202","愛知県","岡崎市","矢作町","矢作橋","4",22000000,"450000","","165",140000,"ほぼ長方形","15.0","","","","","住宅","南西","市道",5.8,"近隣商業地域",80,300,"2018年第１四半期","",""
804,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","3",33000000,"","","150",,"袋地等","3.0","95","平成29年","木造","住宅","住宅","西","市道",3.5,"第１種住居地域",60,200,"2018年第１四半期","",""
805,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","2",24000000,"330000","","240",98000,"長方形","8.5","","","","","","西","市道",3.4,"第１種住居地域",60,200,"2018年第１四半期","",""
